,BELTON LAKE,LAKE WHITNEY,AQUILLA LAKE,LAKE WACO,PROCTOR LAKE,POSSUM KINGDOM LAKE,LAKE GEORGETOWN,GRANGER LAKE,LAKE LIMESTONE,STILLHOUSE HOLLOW LAKE,SOMERVILLE LAKE,LAKE GRANBURY,SAM RAYBURN RESERVOIR,B A STEINHAGEN LAKE
4/11/2011,18.34217608,26.64326451,28.75392887,22.16214072,19.20586609,1.133691533,13.60019192,9.167485109,5.809633678,16.81997908,0.145047402,24.74911167,0.401786354,1.694790121
4/12/2011,0,0,0,0,0,0,0,0,0,0,0,0,1.385124038,0.785658212
4/13/2011,0,0,0,0,0,0,0,0,0,0.000564563,0,0,0,0
4/14/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2011,1.277026991,0.960650543,8.452023706,0.970510083,0,0,0,0,0.214908172,0.006639908,0,0,3.370508417,1.737776132
4/16/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002264395
4/17/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2011,0,1.558283905,3.069302617,0,0,0.000353116,0,0,0,0,0,0.013527503,0,0
4/21/2011,0.162962448,0.372790686,0.004963158,0.418717343,0.434973078,1.106714309,0,0,0,0.064987145,0,0.918573067,0,0
4/22/2011,0.621332712,0.415731915,0.363697366,0.189781747,0.014493789,1.459683566,4.685223016,1.506656528,0.152563068,2.037896526,0.013586603,1.044519437,0,0.003813904
4/23/2011,0,0.005517179,0,0,0,5.71E-05,0,0,0,0,0,0.128537008,0,0
4/24/2011,5.295995856,3.525283456,0,5.562900145,42.69623928,0.843876036,0,0,0,0.071510048,0,25.87161613,0,0
4/25/2011,5.897263625,1.547456151,0.002123684,5.310333994,20.11911759,6.614067117,0,0,0,0,0,23.54154321,0,1.31E-05
4/26/2011,0.248255854,6.196240066,6.978213176,0.434956182,0.009772885,0,0.735939449,0.49838982,8.771906165,0.087135736,0,0.302502132,12.28211037,29.75690587
4/27/2011,0.038571601,1.55123463,9.387655306,1.263121285,0,0.02531317,0,0.027003735,53.90275974,0,0.001005467,0,24.87546733,25.52804702
4/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2011,0.000609152,0,0,0.005399306,0,0,0,0,0,0,0,0,1.00E-05,0.05275713
5/1/2011,2.513890959,3.211742315,1.170628943,1.375651868,2.788063119,3.59351139,0,0,0.124933401,0.400366232,0,7.859797419,0.028054958,0.032604096
5/2/2011,17.39860513,32.89654798,27.40998683,24.00792907,23.14136846,4.932753419,0.549632329,0.309030293,0.406865796,13.99658434,0,27.64532019,0.477438081,0.833457388
5/3/2011,5.816252138,12.3139851,8.595610519,6.351107801,2.742883199,0.30541523,2.920529883,1.924748928,4.494390514,5.309588644,0.930764655,5.566879628,2.708228314,2.742064106
5/4/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2011,0,0,0,0,0,0.063321154,0,0,0,0,0,0,0,0
5/8/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2011,0,0,0,0,0,0.124811304,0,0,0,0,0,6.88E-06,0,0
5/10/2011,0,0,0,0,0,0.004119687,0,0,0,0,0,0,0,0
5/11/2011,2.542653946,1.716439875,0.148568424,2.090522896,0.10476942,0.318816374,1.583092724,1.066971912,0,0.746554909,0,0.744312266,0,0
5/12/2011,44.44580971,28.22158866,26.47975509,30.02864953,36.54371234,2.429603924,35.73750484,14.96419837,44.99531585,45.278172,1.539054034,22.04938279,36.01385239,32.9583011
5/13/2011,4.935363461,0.940939876,0.001918421,2.128552418,0.555712002,0.019876655,16.2267586,15.86509881,8.621595332,7.104887477,61.37923747,0.109128368,4.388116825,3.952085468
5/14/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2011,0.685203755,0,0,0.045788277,0.050689342,8.84942904,0.006966748,0.035768433,0.021750757,0,0,0.000633646,0.277889439,0.747872157
5/21/2011,7.29873552,2.753970613,1.450152634,2.714749087,1.587566775,1.443924197,2.268183287,1.900283572,30.42875082,9.162560448,18.4471421,6.130129167,46.92536684,37.97224382
5/22/2011,20.86222075,1.285655513,0,2.918690894,0.208647439,0,35.65998367,7.900871484,0.139245206,31.10815413,0.200813092,0.615119981,7.627003813,1.2583025
5/23/2011,0.326946993,1.032052438,0.015002631,1.418210156,19.35664338,4.189938649,0,0,0,0,0,4.778010212,0,0.003533062
5/24/2011,0,0.071016275,0,0,0,0.003235573,0,0,0,0,0,1.496040782,0,0.05331276
5/25/2011,1.839041602,2.487824594,0.57880263,2.611271076,0.45726129,0.357333778,5.87894301,5.013236947,1.135260342,7.227582763,1.099155771,3.15205009,1.211110018,1.794937277
5/26/2011,0,0,0,0,0,0,0,0,0,0,1.884166485,0,0.576302149,0.812036861
5/27/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2011,0,0,0,0,0,0.198775913,0,0,0,0,0,0,0,0
6/1/2011,0,0,0,0,0,0.043306882,0,0,0,0,0,0,0,0
6/2/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/2011,0,0,0,0,0,0.092081815,0,0,0,0,0,0,8.20E-05,0.075136217
6/4/2011,0,0,0,0,0,0.000453656,0,0,0,0,0,0,0,0
6/5/2011,0,0,0,0,0,0,0,0.004477798,0,0,0.473808042,0,2.951783738,0.615813097
6/6/2011,0.405326308,0.267603073,0,1.162694276,0,6.21E-05,0.110562316,0.324515148,0.000653885,0.226266331,3.278226433,0.487952534,1.536441955,2.629650372
6/7/2011,0.000313028,0.357400091,0.005,0.475809771,0,7.06E-06,0,0,0,0.005725379,1.209876824,0.023124304,0.520973225,0.477727532
6/8/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.029816805,0.036402193
6/9/2011,0,0,0,0,0,0.612892118,0,0,0,0,0,0,0,0
6/10/2011,0,0,0,0,0,0.014122139,0,0,0,0,0,0,0.199376293,0.889955104
6/11/2011,0,0,0,0,0,3.53160658,0,0,0,0,0,0,0.119371673,0.001338961
6/12/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/2011,0,0,0,0,0,0.000165915,0,0,0,0,0,0,0,0
6/14/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2011,0.101607402,0.149748192,2.63E-05,0.302831928,0.133736737,0.326729507,0,0,0,0,0,0.085808037,0,0
6/16/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116466939
6/17/2011,0,0,0,0,0,0.000833746,0,0,0,0,0,0,0,0
6/18/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2011,0,0.220162749,0,0.038372189,2.270927135,0.78145847,0,0,0,0,0,2.41762342,0,0
6/20/2011,0,0,0,0,0.006801727,0.005147107,0,0,0,0,0,0.173824822,0,0
6/21/2011,0.048156242,0.253999096,0.0037,0.160337302,0.291282188,4.368218631,0.003728035,0.006673122,0,0.000333701,0,8.139620734,2.636278848,1.181521932
6/22/2011,20.44658078,4.949243671,25.51564987,17.63460401,11.73609698,0.353178779,35.91750474,25.43356769,54.90106171,24.02126133,45.50327722,12.4777844,52.50025413,43.91026301
6/23/2011,0,0,0,0,0,0,0,0,0.000258325,0,3.385156037,0,3.642737287,3.420408145
6/24/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2011,0,0,0,0,0,0.098161149,0,0,0,0,0,0,0,0
6/29/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.482860212,0.072080755
6/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.254673684,0.854047496
7/2/2011,0.095785437,0,0,0,0.006359759,0.004457795,0.03686672,0.101496751,0,0.256979902,0,0.220397298,0.150943898,0.377728543
7/3/2011,0,0.163378842,0,0.150911458,0,0.093382949,0,0,0.838986885,0,0.000337693,0.265177669,1.890006425,3.133477568
7/4/2011,0.190287672,1.610109857,1.412923699,0.326310762,0.019800608,0.476313812,0,0,0.021116045,0.047099533,0.0113051,0.041941585,0.019510676,0.143222286
7/5/2011,0,0,0,0,0,0.283117917,0,0,0,0,0,0,4.900599597,0.644800044
7/6/2011,0,0,0,0,0.163249986,0.086983507,0,0,0.507851656,0,0,0.031254835,2.506984313,2.738025862
7/7/2011,0,0,0,0,0.019138455,0.014620915,0.040229791,0.588969426,0.009304743,0,1.258716355,0.012568347,1.885654538,1.049315551
7/8/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41E-06
7/9/2011,0,0,0,0,0,0.039664932,0,0,0,0.079989506,0,0,0,0
7/10/2011,0,0,0,0,0,0.005002182,0,0,0,0.089253896,0,0.031774733,0,0
7/11/2011,0.036902318,0,0,0.000184772,0,0.047586256,0,0.033960437,0.058899092,0.002071987,0.030252578,0,0.000722335,0.213383056
7/12/2011,0,0,0,0,0.130042118,0.433203889,0,0,0,0,0,0,0,0.005633661
7/13/2011,0,0,0,0,0,0.332487115,0,0,0,0,0,0,0.03913826,0.329785248
7/14/2011,0,0,0,0,0,0.071628404,0,0,0,0,0,0,0,0
7/15/2011,0,0,0,0,0,0.001565628,0,0,0,0,0,0,4.934212883,4.734259708
7/16/2011,0.155813814,0,0,0,0,0.134902231,3.067869697,2.96880897,0.00941776,0.590646412,1.751834477,0,4.003530121,5.513323351
7/17/2011,0.041438662,0.006720615,0,0.02666832,1.430655754,0.284370448,1.027320898,0.326472539,0,0.413865366,0,0.242018618,0.247549563,1.446922678
7/18/2011,0.06822718,0,0,0,0,0,0,0,0.002218971,0.078283751,0,0,2.8830866,2.059980664
7/19/2011,0.3753248,0.016951628,0.323436843,0.876786538,0.060127953,0,0.296893761,0.179571172,1.280773963,0.431220949,1.084115974,0,4.265245154,5.349032355
7/20/2011,0.064895254,0,0,0,0,0,3.272733189,1.989010923,0.000485368,0.850600768,0.511470485,0,0.334723501,2.545557149
7/21/2011,0,0,0,0,0,0,0,0,0,0,0.047648605,0,0.234357312,0.09608015
7/22/2011,0,0,0,0,0,0.00010206,0,0,0,0,0.014583766,0,0,0
7/23/2011,0,0,0,0,0,0.231540273,0,0,0,0,0,0,0.009480345,0.031462565
7/24/2011,0,0,0,0,0,0.000767635,0,0,0,0,0,0,0.015728261,0.09525259
7/25/2011,0,0.050107595,0,0.049808201,0,0,0,0,0,0,0,0,0.516415442,0.001490313
7/26/2011,0,0.5946302,0,0.000456349,0,0,0,0,0,0,0,0.013630761,2.074076699,0.798846698
7/27/2011,0,0,0,0,0,0.001142723,0,0,0,0,0,0,0.61236225,0.173987286
7/28/2011,0,0,0,0,0,0.026561189,0,0,0.656759835,0,0,0,2.767465805,1.836108063
7/29/2011,0.007790087,0.005889241,0,0.010628307,0.083370474,0.244304778,0,0,0.000421796,0.047450024,0,0.065042286,2.023342508,1.485110321
7/30/2011,0,0,0,0,0.363764991,0.092905802,0.028669911,0.088102088,1.535088797,0,0.501727214,0,3.470494742,1.132877371
7/31/2011,0.001389157,0,0,0,0,0.024511989,0,0.13159358,0,0,0.254514566,0,0,0.004557379
8/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2011,0,0,0,0,0,0,0,0,0.000458123,0,0,0,0.013541771,0.023854769
8/3/2011,0.005805059,0,0,0.00771412,0,0.001434681,0,0,0,0,0,0,0.002192516,0.139081966
8/4/2011,0,0,0,0,0,0.001525657,0,0,0,0,0,0,0,0
8/5/2011,0,0,0,0,0,0.000506427,0,0,0,0,0,0,0,0
8/6/2011,0,0,0,0,0,0.004875061,0,0,0,0,0,0.015537927,0,0
8/7/2011,0,0,0,0,0,0.013591778,0,0,0,0,0,0,0,0
8/8/2011,0,0,0,0,0,0.000443455,0,0,0,0,0,0,0,0
8/9/2011,0,0,0,0,0,0.065004389,0,0,0,0,0,0,0,0
8/10/2011,0,0,0,0,0,0.110399217,0,0,0,0,0,0,0,0
8/11/2011,0,0,0,0,0,0.019798969,0,0,0,0,0,0,0,0.007532289
8/12/2011,0,0,0,0,0.692949834,2.869113727,0,0,0,0.015997167,0,3.689193284,1.762087273,0.050370141
8/13/2011,4.358705343,15.84192773,0.104789474,8.919611915,24.04684061,18.75416342,0.032297919,0,0,2.135235321,0,42.81131798,0.001591708,0.009576046
8/14/2011,12.39240071,16.09797426,2.619236833,15.10148892,31.88122399,1.825743633,0,0,0,0.998931729,0.071578437,15.15489578,0,0.193898492
8/15/2011,3.257400382,0.042205697,0.000976316,2.230199649,3.360552326,0.272547192,0.210302784,0.339578091,1.757571139,0.114774646,1.316876337,0.495168166,0.688374745,1.537197628
8/16/2011,0,0,0,0,0,0.004712431,0,0,0,0,0,0,0,0
8/17/2011,0,0,0,0,0,0.026910235,0,0,0,0,0,0,0.025726051,0.027862068
8/18/2011,0,0,0,0,0,0.084507379,0,0,0,0,0,0,0.01085029,0
8/19/2011,0,0,0,0,0,0.00122389,0,0,0,0,0,0,1.068974552,0.075481972
8/20/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.844782555,2.473078168
8/21/2011,0,0,0,0,0,0.020930019,0,0,0,0,0,0,0.262204165,0.235153034
8/22/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.028139325,0
8/23/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.398095936,0.131996502
8/24/2011,0,0,0,0,0,0,0,0,0,0,0,0,3.773241056,1.155458257
8/25/2011,0.073858066,0.609062384,0.185186842,0.250853586,0.00855254,0.032428016,0,0.078998478,2.413024214,0.000101789,1.144938763,0.065842785,10.34919268,9.17274922
8/26/2011,0.765703934,0.725009938,0,1.229571344,2.553126298,1.515688454,0,0,0.049130171,0.000152159,2.472353463,0.354508619,1.505854812,1.149115264
8/27/2011,0,0,0,0,0,9.22E-06,0,0,0,0,0,0,0,0
8/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2011,0.105905578,0.004061483,0,0.270757689,0.010895666,0.005274278,0,0,0,0.289232908,0,0.151785879,0,0
8/30/2011,0.025500483,0.004959313,2.11E-05,0.021263641,0.00101882,0.001696968,0,0,0,0,0,0.005270766,0,0.063269541
8/31/2011,0,0,0.000194737,0,0.001428267,0.037604991,0,0,0,0,0,0,0,0
9/1/2011,0,0,0,0,0,0.004941466,0,0,0,0,0,0,0,0
9/2/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.004925175,0.068021828
9/3/2011,0,0,0.027507894,0,0,0,0,0,0,0,0,0,0,0.004635578
9/4/2011,0,0,0,0,0.099421549,0.491190589,0,0,0,0,0,0,14.35997635,9.878777077
9/5/2011,0,0,0,0,0.254050222,0.007726669,0,0,0.058662966,2.73E-05,0,0,2.358665608,1.849303778
9/6/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2011,0,0,0,0,0,0.006700621,0,0,0,0,0,0,0,0
9/9/2011,0,0,0,0,0,0.01275352,0,0,0,0,0,0,0,0
9/10/2011,0,0,0,0,0,0.005990074,0,0,0,0,0,0,0,0
9/11/2011,0,0,0,0,0,0.007197975,0,0,0,0,0,0,0,0
9/12/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2011,0,0.006208861,0,0,0.19440049,0.050267191,0,0,0,0,0,0.008665181,0,0
9/15/2011,0,0.005240054,0.115997368,0,0,2.43879666,0,0,0.006238143,0,0,0.047559497,0.07299781,0.529094074
9/16/2011,0.462240404,0.030099006,0,0.050655175,2.35966732,4.541514966,0,0,0,0.146901202,0.008870666,0.050636596,0.000738204,0.001538242
9/17/2011,1.010715409,12.19464286,14.11604735,4.075438998,4.483731934,3.236276194,1.135744804,0.710521505,0.142367308,0.044730573,0.291816481,20.85714581,0,0
9/18/2011,7.830826492,4.30002485,4.76648421,21.04366275,5.09287787,5.379108236,2.32411462,1.625574759,2.119619591,13.16885728,1.983786576,7.816134205,1.796060099,3.134185037
9/19/2011,2.271402742,5.550433126,22.51815795,11.63522241,7.881855841,0.028982486,0.048010272,1.121882694,35.08235839,6.240272863,2.331325167,0.445937518,24.66531948,26.2821973
9/20/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.003082578,0.011595755
9/21/2011,0,0,0,0,0,0.232421934,0,0,0,0,0,0,0,0
9/22/2011,0,0,0,0,0.511538095,0.661872152,0,0,0,0,0,0.342666034,0,0
9/23/2011,0.137959732,0.264447108,0,0.322534308,1.798296633,2.122005555,0,0,0.037120081,0,0.015303439,3.547321516,0.679602675,1.115409157
9/24/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2011,3.166827154,0.269376132,1.162707905,0.868860372,0,0,2.22596378,2.396271954,0.334100908,4.698556062,0.02351948,0,0,6.98E-05
9/28/2011,0.517953395,0.000509494,4.21E-05,0.000496032,0,0.04666938,0.480921873,0.638956986,0,0.518433288,1.588532973,0,0,0
9/29/2011,0,0,0,0,0,0.024250928,0.000405515,0.035080924,0,0.00129755,0,0,0,0
9/30/2011,7.638728872,4.459537985,9.950731641,9.885913948,1.060260172,1.053811788,1.073901047,0.106857103,0.202484359,4.55291937,4.854985842,0.278591753,0,0.057071674
10/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2011,0,0,0,0,0,0.0592793,0,0,0,0,0,0,0,0
10/6/2011,0,0,0,0,0,2.099254386,0,0,0,0,0,0,0,0
10/7/2011,0,0,0,0,0,0,0,0.00512104,0,0,0,0,0,0
10/8/2011,0.159666747,0,0,0.000586971,0,3.25771799,0.519678296,0.225437819,0,0.087014009,0.709615941,0,0,0.000808893
10/9/2011,103.8766803,110.206904,57.04118161,103.1023567,142.2830811,69.62285275,80.16501498,52.80549871,2.532639758,104.4870407,17.0046018,127.2549485,6.03E-07,2.089262066
10/10/2011,9.602356595,14.72178434,43.46143185,11.0609507,5.255868753,1.889547915,3.335601509,5.539027556,13.16881234,5.266625216,20.98013284,9.670359254,1.995409472,8.930868256
10/11/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.137033323,0.017759989
10/12/2011,0.064498913,0.918728747,1.97206316,0.268725199,0.003390734,0.986581935,0,0,0.018976791,0,0,6.105738215,2.61E-05,1.195483317
10/13/2011,0.118598165,1.386276671,4.710184166,0.780659723,0,0.003514976,0,0,4.816280517,0.027283698,0.54445298,0.08837409,10.50040879,8.991184074
10/14/2011,0,0,0.018173684,0,0,0,0,0,0.010140262,0,0,0,0,0
10/15/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2011,0,0,0,0,0,0,0,0,0,0,0,0,0.000200872,0
10/18/2011,0.223528133,3.88293129,5.132521079,0.311006119,0,0.04172659,0,0,0.057600404,0,0,2.261113555,20.57291382,8.689608164
10/19/2011,0,0,0.002023684,0,0,0,0,0,0.001079717,0,0,0,0,0
10/20/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2011,0,0.014487794,0.003863158,0,0,0,0,0,10.29684254,0,0,0.021001114,15.97711828,13.64004557
10/24/2011,0,0,0,0,0,0,0,0,0.080931383,0,0,0,0.413733404,1.176188784
10/25/2011,0.00509418,0,0,0,0,0,0,0,0,0.005271525,0,0,0,0
10/26/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2011,0,0,0,0,0,2.679352325,0,0,0,0,0,0,0,0
10/28/2011,3.071496317,5.127764912,6.578402632,4.115592766,3.776342705,10.61657001,0.297242496,0.006550007,4.004139257,2.189137423,0.271422047,6.842758482,13.98322796,11.16762259
10/29/2011,0,0.320879298,0,0.017796792,0.003476569,0,0,0,0,0.051839026,0,0.056699339,0,0
10/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/2011,0,0,0,0,0,0,0,0,0,0,0.0012705,0,3.487057832,1.747365638
11/4/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/2011,0,0,0,0,1.28E-05,0.002052143,0,0.037687093,0,0,0,0.075510719,0,0
11/6/2011,0,0,0,0,0,0,0.340516355,0.20325633,0,0.013154415,0.044510414,0,0,0
11/7/2011,0.071908355,0,0,0.02859499,0,2.249832958,0.085555555,0.310684741,0.244584259,0.029276457,0,0.270731331,0,0
11/8/2011,2.459759421,4.966596747,20.491837,2.71613013,2.600993224,11.83459011,1.566001626,0.786299623,0.552271445,1.840487434,0.090083731,0.86180948,0.008194163,0.698425267
11/9/2011,5.164262843,0.886345388,3.201042105,4.179995027,0.989755291,0.068882682,2.136612591,1.389484022,1.855598393,4.917380737,0.022569372,3.192892558,29.43205811,17.37691462
11/10/2011,0,0,0,0,0,0,0,0,0,0.068068105,0,0,0,0
11/11/2011,0,0,0,0,0,0,0,0.026919352,0,0,0,0,0.004178133,0
11/12/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2011,0,0.068710669,0,0.065186425,0,0,0.090540685,0.027873841,0,0,0,0,0,0
11/15/2011,0.092873098,1.280417266,0.647186837,0.343547866,0,0.008420002,0.002833198,0.715429521,0.022170535,0.048810011,2.00739118,0.028053497,0.022803367,0.033474035
11/16/2011,0.017254287,4.725225571,0.718165792,0.004168733,0,0,3.867458743,6.387371684,16.76004441,0.403302902,27.62997365,0.463940209,17.30507501,16.77418121
11/17/2011,0,0,0,0,0,0,0,0,0.012521695,0,0,0,1.45918446,0.090096865
11/18/2011,0.014273726,0,0,0,0,0,0,0,0,0.024115116,0,0,0,0
11/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2011,0,0,0,0,0,0,0,0,0.004096872,0,0,0,0,0.009265102
11/21/2011,0.670820452,0.276965642,1.289642114,0.631223547,0.003188676,0.027895429,0.652570965,0.538972195,1.150630673,1.16294454,0.567746174,0.543992328,0.065223268,0.14540865
11/22/2011,19.74682626,11.85616092,9.973594685,19.42993307,3.160447836,3.132486625,14.42154096,23.09380143,30.01035213,10.24266747,23.80701955,8.843133465,36.24371935,30.98924224
11/23/2011,0,0.028188969,4.21E-05,0,0,0.018631774,0,0,0.115086781,0,3.448064512,0.057134662,5.481297836,5.922062918
11/24/2011,0,0,0,0,0,0,0,0,0.00507669,0,0,0,0,0
11/25/2011,0,0,0,0,0,0,0,0,0,0,0.029478929,0,0,0
11/26/2011,7.080280422,3.639437612,13.26273158,6.434802825,1.439524445,1.249540459,19.89439581,25.25525111,14.57110797,9.402442951,14.85130373,1.273735658,0.242225659,3.56192654
11/27/2011,0.557520223,0,0.002486842,0.081214038,0,0.000102747,0.590205458,2.336964999,3.076539854,0.803474467,8.70317622,0.00229627,23.98337464,21.71990177
11/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2011,0.028531453,0.126662748,0.012428947,0.00718378,0,0.000722613,0,0,0,0.07579044,0,0.06459385,0,0
12/2/2011,4.974499808,2.307935799,2.009376311,3.177454521,2.121326973,0.314946861,9.4132928,7.252961682,0.00235217,5.341271831,0.815082696,2.314138852,0,0
12/3/2011,5.913353654,6.930283453,2.679652629,5.801606323,5.865849559,8.632737828,4.730437949,6.245509759,0.162218969,5.034385854,2.367310912,7.545377637,0,0
12/4/2011,24.51201282,34.98980872,22.77636314,26.31895959,24.96261226,6.25992825,12.65631519,12.81741456,20.06806859,21.73628886,13.37065049,28.19312038,5.782087465,8.941600631
12/5/2011,24.72405242,26.4186867,29.27525789,26.30841146,21.32600198,6.042870096,22.4059908,24.25673543,50.48184568,26.11164123,26.97140051,20.0896014,44.63859485,40.16569723
12/6/2011,0.172340919,0.420451626,0.414352629,0.569270419,0.681731086,0.489916724,0.030381184,0.02653064,0.489129162,0.068236004,0.330769496,1.212845671,3.930250285,2.267506725
12/7/2011,0,0,0,0,0,0.001353955,0,0,0,0,0,0,0,0.005140085
12/8/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2011,0.039403224,0,0,0,1.834620675,4.043794034,2.119389019,0.586516807,0,1.41795897,0,0.021207303,0,0
12/12/2011,0.254806807,0.047333182,0,0.023958747,0.205960441,2.001617614,0,0,0,0.271040978,0,0.300979806,0,0
12/13/2011,0.365399963,9.00E-05,0,0.000764302,0.499218425,0.703993104,0.006653149,0.001339051,0,0.230415028,0,0.084118863,0,0
12/14/2011,3.338345214,2.626190778,2.220636834,3.368251492,1.021677769,0.773509481,4.888529291,4.92846037,0.524768918,2.275020714,1.477575253,2.130703134,0,0
12/15/2011,8.252424242,6.931945745,12.34528694,10.82307997,3.592969016,1.965826563,7.818948375,7.515122412,12.77447926,6.614021221,2.391519619,8.893394086,1.910788223,3.90975297
12/16/2011,3.136549144,6.469980563,3.347626293,5.223699986,9.58554458,1.23068181,1.858661799,8.348925174,25.378327,1.180487441,19.58947262,16.17070477,14.81041157,15.6201663
12/17/2011,5.67E-05,0,0,0,0,0,0,0,0,0,0,0.009637448,0.125897395,0.002751749
12/18/2011,0,0,0,0,0,8.10E-05,0,0,0,0,0,0,0,0
12/19/2011,0.273187635,0,0,0.01380167,0.54532761,2.323937441,0.097672343,0.044562181,0,0.086840863,0,9.80E-05,0,0
12/20/2011,8.041138304,10.95331421,13.3177,9.127042027,8.354677188,8.308351344,4.614525526,7.278958355,24.67829467,6.137133116,6.303044783,6.220042951,27.55752021,27.90257771
12/21/2011,4.23E-06,0,0,0,0,0,3.24E-05,0.016599806,0,0.000621754,0,0,0.22449993,0.153078838
12/22/2011,2.018148093,0.05829792,0.748228945,1.714936759,0,0.009127068,12.96859688,19.73483053,15.59726233,3.84200377,34.38219515,0,34.55662334,28.51020773
12/23/2011,0.039811338,0,0,0,0.003510689,0,3.78E-05,0.018121455,0,0.028521433,0,0,3.52969608,0.961776031
